Iteration, Temperature, Current, Candidate, BCandidate, Best
4235000, 161.2580, 1371, 1364, 923, 908
4238501, 161.2580, 1415, 1403, 923, 908
4242002, 161.2580, 1331, 1351, 923, 908
4245503, 161.2580, 1370, 1402, 923, 908
4249004, 161.2580, 1327, 1404, 923, 908
4252505, 161.2580, 1444, 1528, 923, 908
4256006, 161.2580, 1398, 1409, 923, 908
4259507, 161.2580, 1344, 1341, 923, 908
4263008, 161.2580, 1388, 1385, 923, 908
4266509, 161.2580, 1395, 1350, 923, 908
4270000, 160.4517, 1447, 1491, 923, 908
4273501, 160.4517, 1357, 1366, 923, 908
4277002, 160.4517, 1249, 1270, 923, 908
4280503, 160.4517, 1368, 1382, 923, 908
4284004, 160.4517, 1321, 1374, 923, 908
4287505, 160.4517, 1388, 1397, 923, 908
4291006, 160.4517, 1345, 1339, 923, 908
4294507, 160.4517, 1258, 1270, 923, 908
4298008, 160.4517, 1287, 1286, 923, 908
4301509, 160.4517, 1227, 1236, 923, 908
4305000, 159.6494, 1524, 1525, 923, 908
4308501, 159.6494, 1337, 1294, 923, 908
4312002, 159.6494, 1392, 1388, 923, 908
4315503, 159.6494, 1371, 1362, 923, 908
4319004, 159.6494, 1510, 1516, 923, 908
4322505, 159.6494, 1479, 1484, 923, 908
4326006, 159.6494, 1445, 1460, 923, 908
4329507, 159.6494, 1392, 1392, 923, 908
4333008, 159.6494, 1406, 1417, 923, 908
4336509, 159.6494, 1348, 1352, 923, 908
4340000, 158.8512, 1493, 1492, 923, 908
4343501, 158.8512, 1425, 1399, 923, 908
4347002, 158.8512, 1337, 1285, 923, 908
4350503, 158.8512, 1372, 1396, 923, 908
4354004, 158.8512, 1324, 1351, 923, 908
4357505, 158.8512, 1366, 1379, 923, 908
4361006, 158.8512, 1529, 1444, 923, 908
4364507, 158.8512, 1383, 1375, 923, 908
4368008, 158.8512, 1260, 1289, 923, 908
4371509, 158.8512, 1289, 1402, 923, 908
4375000, 158.0569, 1282, 1282, 923, 908
4378501, 158.0569, 1339, 1371, 923, 908
4382002, 158.0569, 1282, 1372, 923, 908
4385503, 158.0569, 1332, 1352, 923, 908
4389004, 158.0569, 1469, 1389, 923, 908
4392505, 158.0569, 1497, 1470, 923, 908
4396006, 158.0569, 1430, 1441, 923, 908
4399507, 158.0569, 1429, 1439, 923, 908
4403008, 158.0569, 1412, 1450, 923, 908
4406509, 158.0569, 1470, 1442, 923, 908
4410000, 157.2666, 1445, 1446, 923, 908
4413501, 157.2666, 1531, 1507, 923, 908
4417002, 157.2666, 1438, 1414, 923, 908
4420503, 157.2666, 1443, 1383, 923, 908
4424004, 157.2666, 1388, 1434, 923, 908
4427505, 157.2666, 1367, 1414, 923, 908
4431006, 157.2666, 1447, 1400, 923, 908
4434507, 157.2666, 1470, 1428, 923, 908
4438008, 157.2666, 1373, 1369, 923, 908
4441509, 157.2666, 1374, 1364, 923, 908
4445000, 156.4803, 1371, 1417, 923, 908
4448501, 156.4803, 1323, 1331, 923, 908
4452002, 156.4803, 1373, 1336, 923, 908
4455503, 156.4803, 1160, 1301, 923, 908
4459004, 156.4803, 1358, 1382, 923, 908
4462505, 156.4803, 1228, 1293, 923, 908
4466006, 156.4803, 1454, 1466, 923, 908
4469507, 156.4803, 1361, 1352, 923, 908
4473008, 156.4803, 1483, 1442, 923, 908
4476509, 156.4803, 1415, 1357, 923, 908
4480000, 155.6979, 1336, 1327, 923, 908
4483501, 155.6979, 1323, 1392, 923, 908
4487002, 155.6979, 1349, 1341, 923, 908
4490503, 155.6979, 1261, 1263, 923, 908
4494004, 155.6979, 1270, 1313, 923, 908
4497505, 155.6979, 1336, 1316, 923, 908
4501006, 155.6979, 1377, 1366, 923, 908
4504507, 155.6979, 1353, 1328, 923, 908
4508008, 155.6979, 1341, 1411, 923, 908
4511509, 155.6979, 1413, 1413, 923, 908
4515000, 154.9194, 1423, 1411, 923, 908
4518501, 154.9194, 1277, 1281, 923, 908
4522002, 154.9194, 1396, 1367, 923, 908
4525503, 154.9194, 1464, 1444, 923, 908
4529004, 154.9194, 1388, 1387, 923, 908
4532505, 154.9194, 1468, 1520, 923, 908
4536006, 154.9194, 1380, 1391, 923, 908
4539507, 154.9194, 1466, 1505, 923, 908
4543008, 154.9194, 1499, 1481, 923, 908
4546509, 154.9194, 1389, 1381, 923, 908
4550000, 154.1448, 1348, 1319, 923, 908
4553501, 154.1448, 1403, 1371, 923, 908
4557002, 154.1448, 1452, 1429, 923, 908
4560503, 154.1448, 1511, 1465, 923, 908
4564004, 154.1448, 1363, 1361, 923, 908
4567505, 154.1448, 1264, 1292, 923, 908
4571006, 154.1448, 1302, 1303, 923, 908
4574507, 154.1448, 1279, 1291, 923, 908
4578008, 154.1448, 1443, 1448, 923, 908
4581509, 154.1448, 1366, 1347, 923, 908
4585000, 153.3741, 1210, 1233, 923, 908
4588501, 153.3741, 1336, 1341, 923, 908
4592002, 153.3741, 1339, 1366, 923, 908
4595503, 153.3741, 1277, 1322, 923, 908
4599004, 153.3741, 1412, 1424, 923, 908
4602505, 153.3741, 1442, 1438, 923, 908
4606006, 153.3741, 1359, 1395, 923, 908
4609507, 153.3741, 1425, 1389, 923, 908
4613008, 153.3741, 1348, 1326, 923, 908
4616509, 153.3741, 1369, 1346, 923, 908
4620000, 152.6072, 1262, 1266, 923, 908
4623501, 152.6072, 1386, 1513, 923, 908
4627002, 152.6072, 1406, 1468, 923, 908
4630503, 152.6072, 1265, 1273, 923, 908
4634004, 152.6072, 1380, 1363, 923, 908
4637505, 152.6072, 1455, 1487, 923, 908
4641006, 152.6072, 1453, 1452, 923, 908
4644507, 152.6072, 1346, 1337, 923, 908
4648008, 152.6072, 1388, 1401, 923, 908
4651509, 152.6072, 1312, 1312, 923, 908
4655000, 151.8442, 1309, 1289, 923, 908
4658501, 151.8442, 1366, 1357, 923, 908
4662002, 151.8442, 1252, 1327, 923, 908
4665503, 151.8442, 1493, 1503, 923, 908
4669004, 151.8442, 1286, 1354, 923, 908
4672505, 151.8442, 1345, 1296, 923, 908
4676006, 151.8442, 1438, 1445, 923, 908
4679507, 151.8442, 1327, 1314, 923, 908
4683008, 151.8442, 1456, 1476, 923, 908
4686509, 151.8442, 1269, 1322, 923, 908
4690000, 151.0850, 1344, 1326, 923, 908
4693501, 151.0850, 1281, 1300, 923, 908
4697002, 151.0850, 1501, 1536, 923, 908
4700503, 151.0850, 1407, 1418, 923, 908
4704004, 151.0850, 1320, 1310, 923, 908
4707505, 151.0850, 1375, 1380, 923, 908
4711006, 151.0850, 1320, 1330, 923, 908
4714507, 151.0850, 1425, 1456, 923, 908
4718008, 151.0850, 1332, 1311, 923, 908
4721509, 151.0850, 1358, 1404, 923, 908
4725000, 150.3295, 1358, 1339, 923, 908
4728501, 150.3295, 1316, 1343, 923, 908
4732002, 150.3295, 1396, 1354, 923, 908
4735503, 150.3295, 1259, 1260, 923, 908
4739004, 150.3295, 1331, 1331, 923, 908
4742505, 150.3295, 1362, 1388, 923, 908
4746006, 150.3295, 1402, 1366, 923, 908
4749507, 150.3295, 1395, 1381, 923, 908
4753008, 150.3295, 1177, 1189, 923, 908
4756509, 150.3295, 1436, 1431, 923, 908
4760000, 149.5779, 1416, 1419, 923, 908
4763501, 149.5779, 1460, 1418, 923, 908
4767002, 149.5779, 1295, 1340, 923, 908
4770503, 149.5779, 1233, 1249, 923, 908
4774004, 149.5779, 1422, 1413, 923, 908
4777505, 149.5779, 1379, 1406, 923, 908
4781006, 149.5779, 1343, 1367, 923, 908
4784507, 149.5779, 1260, 1235, 923, 908
4788008, 149.5779, 1471, 1466, 923, 908
4791509, 149.5779, 1339, 1347, 923, 908
4795000, 148.8300, 1418, 1417, 923, 908
4798501, 148.8300, 1412, 1389, 923, 908
4802002, 148.8300, 1292, 1307, 923, 908
4805503, 148.8300, 1351, 1375, 923, 908
4809004, 148.8300, 1332, 1332, 923, 908
4812505, 148.8300, 1312, 1335, 923, 908
4816006, 148.8300, 1380, 1332, 923, 908
4819507, 148.8300, 1358, 1341, 923, 908
4823008, 148.8300, 1442, 1422, 923, 908
4826509, 148.8300, 1365, 1405, 923, 908
4830000, 148.0858, 1362, 1384, 923, 908
4833501, 148.0858, 1521, 1491, 923, 908
4837002, 148.0858, 1460, 1470, 923, 908
4840503, 148.0858, 1287, 1266, 923, 908
4844004, 148.0858, 1347, 1339, 923, 908
4847505, 148.0858, 1368, 1345, 923, 908
4851006, 148.0858, 1265, 1263, 923, 908
4854507, 148.0858, 1304, 1331, 923, 908
4858008, 148.0858, 1527, 1517, 923, 908
4861509, 148.0858, 1407, 1357, 923, 908
4865000, 147.3454, 1383, 1381, 923, 908
4868501, 147.3454, 1425, 1408, 923, 908
4872002, 147.3454, 1463, 1428, 923, 908
4875503, 147.3454, 1481, 1472, 923, 908
4879004, 147.3454, 1393, 1398, 923, 908
4882505, 147.3454, 1293, 1311, 923, 908
4886006, 147.3454, 1405, 1371, 923, 908
4889507, 147.3454, 1388, 1406, 923, 908
4893008, 147.3454, 1373, 1373, 923, 908
4896509, 147.3454, 1426, 1458, 923, 908
4900000, 146.6087, 1430, 1432, 923, 908
4903501, 146.6087, 1402, 1393, 923, 908
4907002, 146.6087, 1504, 1564, 923, 908
4910503, 146.6087, 1205, 1191, 923, 908
4914004, 146.6087, 1463, 1488, 923, 908
4917505, 146.6087, 1445, 1462, 923, 908
4921006, 146.6087, 1315, 1332, 923, 908
4924507, 146.6087, 1362, 1353, 923, 908
4928008, 146.6087, 1338, 1342, 923, 908
4931509, 146.6087, 1284, 1294, 923, 908
4935000, 145.8756, 1409, 1396, 923, 908
4938501, 145.8756, 1443, 1396, 923, 908
4942002, 145.8756, 1526, 1514, 923, 908
4945503, 145.8756, 1284, 1285, 923, 908
4949004, 145.8756, 1371, 1415, 923, 908
4952505, 145.8756, 1447, 1416, 923, 908
4956006, 145.8756, 1377, 1417, 923, 908
4959507, 145.8756, 1427, 1400, 923, 908
4963008, 145.8756, 1400, 1478, 923, 908
4966509, 145.8756, 1346, 1375, 923, 908
4970000, 145.1463, 1419, 1409, 923, 908
4973501, 145.1463, 1411, 1320, 923, 908
4977002, 145.1463, 1325, 1379, 923, 908
4980503, 145.1463, 1260, 1263, 923, 908
4984004, 145.1463, 1437, 1427, 923, 908
4987505, 145.1463, 1253, 1315, 923, 908
4991006, 145.1463, 1318, 1266, 923, 908
4994507, 145.1463, 1457, 1457, 923, 908
4998008, 145.1463, 1321, 1354, 923, 908
5001509, 145.1463, 1349, 1330, 923, 908
5005000, 144.4205, 1354, 1293, 923, 908
5008501, 144.4205, 1313, 1333, 923, 908
5012002, 144.4205, 1283, 1276, 923, 908
5015503, 144.4205, 1351, 1373, 923, 908
5019004, 144.4205, 1443, 1430, 923, 908
5022505, 144.4205, 1364, 1356, 923, 908
5026006, 144.4205, 1354, 1409, 923, 908
5029507, 144.4205, 1375, 1385, 923, 908
5033008, 144.4205, 1464, 1461, 923, 908
5036509, 144.4205, 1446, 1425, 923, 908
5040000, 143.6984, 1352, 1259, 923, 908
5043501, 143.6984, 1382, 1361, 923, 908
5047002, 143.6984, 1470, 1423, 923, 908
5050503, 143.6984, 1409, 1410, 923, 908
5054004, 143.6984, 1323, 1329, 923, 908
5057505, 143.6984, 1335, 1355, 923, 908
5061006, 143.6984, 1289, 1310, 923, 908
5064507, 143.6984, 1360, 1368, 923, 908
5068008, 143.6984, 1401, 1406, 923, 908
5071509, 143.6984, 1233, 1237, 923, 908
5075000, 142.9799, 1237, 1238, 923, 908
5078501, 142.9799, 1395, 1374, 923, 908
5082002, 142.9799, 1325, 1384, 923, 908
5085503, 142.9799, 1310, 1298, 923, 908
5089004, 142.9799, 1413, 1526, 923, 908
5092505, 142.9799, 1372, 1446, 923, 908
5096006, 142.9799, 1350, 1371, 923, 908
5099507, 142.9799, 1288, 1313, 923, 908
5103008, 142.9799, 1321, 1329, 923, 908
5106509, 142.9799, 1471, 1462, 923, 908
5110000, 142.2650, 1255, 1247, 923, 908
5113501, 142.2650, 1390, 1376, 923, 908
5117002, 142.2650, 1370, 1366, 923, 908
5120503, 142.2650, 1311, 1310, 923, 908
5124004, 142.2650, 1344, 1410, 923, 908
5127505, 142.2650, 1444, 1433, 923, 908
5131006, 142.2650, 1278, 1277, 923, 908
5134507, 142.2650, 1289, 1272, 923, 908
5138008, 142.2650, 1387, 1358, 923, 908
5141509, 142.2650, 1350, 1278, 923, 908
5145000, 141.5537, 1381, 1413, 923, 908
5148501, 141.5537, 1327, 1311, 923, 908
5152002, 141.5537, 1382, 1410, 923, 908
5155503, 141.5537, 1318, 1309, 923, 908
5159004, 141.5537, 1241, 1249, 923, 908
5162505, 141.5537, 1407, 1419, 923, 908
5166006, 141.5537, 1454, 1431, 923, 908
5169507, 141.5537, 1384, 1398, 923, 908
5173008, 141.5537, 1226, 1247, 923, 908
5176509, 141.5537, 1252, 1324, 923, 908
5180000, 140.8459, 1401, 1477, 923, 908
5183501, 140.8459, 1318, 1305, 923, 908
5187002, 140.8459, 1353, 1389, 923, 908
5190503, 140.8459, 1465, 1457, 923, 908
5194004, 140.8459, 1312, 1335, 923, 908
5197505, 140.8459, 1319, 1336, 923, 908
5201006, 140.8459, 1301, 1277, 923, 908
5204507, 140.8459, 1290, 1290, 923, 908
5208008, 140.8459, 1319, 1301, 923, 908
5211509, 140.8459, 1352, 1322, 923, 908
5215000, 140.1417, 1407, 1406, 923, 908
5218501, 140.1417, 1415, 1429, 923, 908
5222002, 140.1417, 1348, 1351, 923, 908
5225503, 140.1417, 1352, 1375, 923, 908
5229004, 140.1417, 1363, 1367, 923, 908
5232505, 140.1417, 1268, 1284, 923, 908
5236006, 140.1417, 1380, 1396, 923, 908
5239507, 140.1417, 1365, 1406, 923, 908
5243008, 140.1417, 1351, 1339, 923, 908
5246509, 140.1417, 1290, 1294, 923, 908
5250000, 139.4410, 1390, 1407, 923, 908
5253501, 139.4410, 1337, 1409, 923, 908
5257002, 139.4410, 1297, 1294, 923, 908
5260503, 139.4410, 1275, 1251, 923, 908
5264004, 139.4410, 1264, 1269, 923, 908
5267505, 139.4410, 1487, 1555, 923, 908
5271006, 139.4410, 1409, 1409, 923, 908
5274507, 139.4410, 1253, 1261, 923, 908
5278008, 139.4410, 1439, 1477, 923, 908
5281509, 139.4410, 1344, 1348, 923, 908
5285000, 138.7438, 1455, 1445, 923, 908
5288501, 138.7438, 1314, 1351, 923, 908
5292002, 138.7438, 1325, 1335, 923, 908
5295503, 138.7438, 1354, 1351, 923, 908
5299004, 138.7438, 1436, 1385, 923, 908
5302505, 138.7438, 1235, 1254, 923, 908
5306006, 138.7438, 1395, 1361, 923, 908
5309507, 138.7438, 1376, 1343, 923, 908
5313008, 138.7438, 1394, 1404, 923, 908
5316509, 138.7438, 1335, 1355, 923, 908
5320000, 138.0501, 1163, 1163, 923, 908
5323501, 138.0501, 1218, 1217, 923, 908
5327002, 138.0501, 1313, 1360, 923, 908
5330503, 138.0501, 1346, 1327, 923, 908
5334004, 138.0501, 1525, 1513, 923, 908
5337505, 138.0501, 1356, 1348, 923, 908
5341006, 138.0501, 1326, 1311, 923, 908
5344507, 138.0501, 1369, 1359, 923, 908
5348008, 138.0501, 1380, 1364, 923, 908
5351509, 138.0501, 1501, 1476, 923, 908
5355000, 137.3598, 1319, 1311, 923, 908
5358501, 137.3598, 1384, 1357, 923, 908
5362002, 137.3598, 1334, 1390, 923, 908
5365503, 137.3598, 1367, 1346, 923, 908
5369004, 137.3598, 1272, 1288, 923, 908
5372505, 137.3598, 1422, 1421, 923, 908
5376006, 137.3598, 1507, 1529, 923, 908
5379507, 137.3598, 1440, 1447, 923, 908
5383008, 137.3598, 1351, 1340, 923, 908
5386509, 137.3598, 1328, 1321, 923, 908
5390000, 136.6730, 1453, 1429, 923, 908
5393501, 136.6730, 1294, 1346, 923, 908
5397002, 136.6730, 1401, 1383, 923, 908
5400503, 136.6730, 1479, 1492, 923, 908
5404004, 136.6730, 1286, 1262, 923, 908
5407505, 136.6730, 1356, 1392, 923, 908
5411006, 136.6730, 1419, 1419, 923, 908
5414507, 136.6730, 1356, 1380, 923, 908
5418008, 136.6730, 1373, 1390, 923, 908
5421509, 136.6730, 1389, 1375, 923, 908
5425000, 135.9897, 1509, 1545, 923, 908
5428501, 135.9897, 1423, 1372, 923, 908
5432002, 135.9897, 1482, 1468, 923, 908
5435503, 135.9897, 1375, 1451, 923, 908
5439004, 135.9897, 1481, 1453, 923, 908
5442505, 135.9897, 1410, 1435, 923, 908
5446006, 135.9897, 1606, 1658, 923, 908
5449507, 135.9897, 1482, 1528, 923, 908
5453008, 135.9897, 1278, 1312, 923, 908
5456509, 135.9897, 1398, 1395, 923, 908
5460000, 135.3097, 1255, 1276, 923, 908
5463501, 135.3097, 1469, 1462, 923, 908
5467002, 135.3097, 1387, 1410, 923, 908
5470503, 135.3097, 1317, 1301, 923, 908
5474004, 135.3097, 1430, 1417, 923, 908
5477505, 135.3097, 1354, 1390, 923, 908
5481006, 135.3097, 1398, 1392, 923, 908
5484507, 135.3097, 1369, 1370, 923, 908
5488008, 135.3097, 1421, 1394, 923, 908
5491509, 135.3097, 1439, 1401, 923, 908
5495000, 134.6332, 1300, 1297, 923, 908
5498501, 134.6332, 1289, 1360, 923, 908
5502002, 134.6332, 1369, 1306, 923, 908
5505503, 134.6332, 1393, 1415, 923, 908
5509004, 134.6332, 1401, 1405, 923, 908
5512505, 134.6332, 1351, 1350, 923, 908
5516006, 134.6332, 1362, 1382, 923, 908
5519507, 134.6332, 1350, 1384, 923, 908
5523008, 134.6332, 1365, 1363, 923, 908
5526509, 134.6332, 1313, 1313, 923, 908
5530000, 133.9600, 1490, 1454, 923, 908
5533501, 133.9600, 1302, 1298, 923, 908
5537002, 133.9600, 1214, 1201, 923, 908
5540503, 133.9600, 1341, 1388, 923, 908
5544004, 133.9600, 1337, 1345, 923, 908
5547505, 133.9600, 1371, 1378, 923, 908
5551006, 133.9600, 1363, 1396, 923, 908
5554507, 133.9600, 1424, 1389, 923, 908
5558008, 133.9600, 1490, 1460, 923, 908
5561509, 133.9600, 1294, 1322, 923, 908
5565000, 133.2902, 1329, 1353, 923, 908
5568501, 133.2902, 1344, 1350, 923, 908
5572002, 133.2902, 1340, 1336, 923, 908
5575503, 133.2902, 1425, 1439, 923, 908
5579004, 133.2902, 1416, 1380, 923, 908
5582505, 133.2902, 1305, 1409, 923, 908
5586006, 133.2902, 1331, 1326, 923, 908
5589507, 133.2902, 1287, 1276, 923, 908
5593008, 133.2902, 1375, 1354, 923, 908
5596509, 133.2902, 1423, 1408, 923, 908
5600000, 132.6238, 1353, 1372, 923, 908
5603501, 132.6238, 1516, 1512, 923, 908
5607002, 132.6238, 1303, 1331, 923, 908
5610503, 132.6238, 1315, 1355, 923, 908
5614004, 132.6238, 1278, 1301, 923, 908
5617505, 132.6238, 1424, 1432, 923, 908
5621006, 132.6238, 1303, 1325, 923, 908
5624507, 132.6238, 1460, 1434, 923, 908
5628008, 132.6238, 1289, 1374, 923, 908
5631509, 132.6238, 1463, 1529, 923, 908
5635000, 131.9606, 1336, 1317, 923, 908
5638501, 131.9606, 1396, 1427, 923, 908
5642002, 131.9606, 1391, 1385, 923, 908
5645503, 131.9606, 1371, 1422, 923, 908
5649004, 131.9606, 1385, 1375, 923, 908
5652505, 131.9606, 1296, 1298, 923, 908
5656006, 131.9606, 1400, 1380, 923, 908
5659507, 131.9606, 1259, 1267, 923, 908
5663008, 131.9606, 1365, 1300, 923, 908
5666509, 131.9606, 1262, 1265, 923, 908
5670000, 131.3008, 1340, 1381, 923, 908
5673501, 131.3008, 1336, 1355, 923, 908
5677002, 131.3008, 1358, 1355, 923, 908
5680503, 131.3008, 1422, 1423, 923, 908
5684004, 131.3008, 1353, 1357, 923, 908
5687505, 131.3008, 1410, 1412, 923, 908
5691006, 131.3008, 1329, 1380, 923, 908
5694507, 131.3008, 1361, 1381, 923, 908
5698008, 131.3008, 1362, 1344, 923, 908
5701509, 131.3008, 1426, 1414, 923, 908
5705000, 130.6443, 1422, 1455, 923, 908
5708501, 130.6443, 1372, 1359, 923, 908
5712002, 130.6443, 1467, 1474, 923, 908
5715503, 130.6443, 1382, 1435, 923, 908
5719004, 130.6443, 1413, 1413, 923, 908
5722505, 130.6443, 1347, 1340, 923, 908
5726006, 130.6443, 1183, 1222, 923, 908
5729507, 130.6443, 1386, 1396, 923, 908
5733008, 130.6443, 1423, 1376, 923, 908
5736509, 130.6443, 1241, 1247, 923, 908
5740000, 129.9911, 1405, 1437, 923, 908
5743501, 129.9911, 1271, 1283, 923, 908
5747002, 129.9911, 1430, 1386, 923, 908
5750503, 129.9911, 1327, 1382, 923, 908
5754004, 129.9911, 1278, 1270, 923, 908
5757505, 129.9911, 1234, 1241, 923, 908
5761006, 129.9911, 1376, 1355, 923, 908
5764507, 129.9911, 1335, 1339, 923, 908
5768008, 129.9911, 1345, 1318, 923, 908
5771509, 129.9911, 1457, 1432, 923, 908
5775000, 129.3412, 1330, 1308, 923, 908
5778501, 129.3412, 1280, 1303, 923, 908
5782002, 129.3412, 1165, 1253, 923, 908
5785503, 129.3412, 1367, 1367, 923, 908
5789004, 129.3412, 1179, 1212, 923, 908
5792505, 129.3412, 1486, 1461, 923, 908
5796006, 129.3412, 1303, 1279, 923, 908
5799507, 129.3412, 1285, 1324, 923, 908
5803008, 129.3412, 1287, 1289, 923, 908
5806509, 129.3412, 1346, 1349, 923, 908
5810000, 128.6944, 1376, 1395, 923, 908
5813501, 128.6944, 1418, 1397, 923, 908
5817002, 128.6944, 1422, 1391, 923, 908
5820503, 128.6944, 1397, 1428, 923, 908
5824004, 128.6944, 1423, 1414, 923, 908
5827505, 128.6944, 1363, 1328, 923, 908
5831006, 128.6944, 1526, 1536, 923, 908
5834507, 128.6944, 1352, 1324, 923, 908
5838008, 128.6944, 1333, 1337, 923, 908
5841509, 128.6944, 1366, 1373, 923, 908
5845000, 128.0510, 1393, 1389, 923, 908
5848501, 128.0510, 1422, 1419, 923, 908
5852002, 128.0510, 1302, 1288, 923, 908
5855503, 128.0510, 1273, 1347, 923, 908
5859004, 128.0510, 1291, 1234, 923, 908
5862505, 128.0510, 1401, 1394, 923, 908
5866006, 128.0510, 1449, 1535, 923, 908
5869507, 128.0510, 1433, 1393, 923, 908
5873008, 128.0510, 1515, 1485, 923, 908
5876509, 128.0510, 1388, 1358, 923, 908
5880000, 127.4107, 1399, 1412, 923, 908
5883501, 127.4107, 1437, 1484, 923, 908
5887002, 127.4107, 1361, 1282, 923, 908
5890503, 127.4107, 1346, 1314, 923, 908
5894004, 127.4107, 1315, 1296, 923, 908
5897505, 127.4107, 1383, 1370, 923, 908
5901006, 127.4107, 1404, 1403, 923, 908
5904507, 127.4107, 1310, 1310, 923, 908
5908008, 127.4107, 1292, 1296, 923, 908
5911509, 127.4107, 1291, 1258, 923, 908
5915000, 126.7737, 1424, 1456, 923, 908
5918501, 126.7737, 1351, 1392, 923, 908
5922002, 126.7737, 1495, 1476, 923, 908
5925503, 126.7737, 1519, 1503, 923, 908
5929004, 126.7737, 1441, 1406, 923, 908
5932505, 126.7737, 1409, 1468, 923, 908
5936006, 126.7737, 1249, 1328, 923, 908
5939507, 126.7737, 1256, 1283, 923, 908
5943008, 126.7737, 1363, 1395, 923, 908
5946509, 126.7737, 1387, 1428, 923, 908
5950000, 126.1398, 1255, 1305, 923, 908
5953501, 126.1398, 1272, 1293, 923, 908
5957002, 126.1398, 1320, 1356, 923, 908
5960503, 126.1398, 1335, 1335, 923, 908
5964004, 126.1398, 1329, 1375, 923, 908
5967505, 126.1398, 1391, 1409, 923, 908
5971006, 126.1398, 1398, 1336, 923, 908
5974507, 126.1398, 1331, 1284, 923, 908
5978008, 126.1398, 1443, 1435, 923, 908
5981509, 126.1398, 1463, 1431, 923, 908
5985000, 125.5091, 1249, 1270, 923, 908
5988501, 125.5091, 1413, 1406, 923, 908
5992002, 125.5091, 1243, 1268, 923, 908
5995503, 125.5091, 1365, 1365, 923, 908
5999004, 125.5091, 1432, 1430, 923, 908
6002505, 125.5091, 1306, 1297, 923, 908
6006006, 125.5091, 1410, 1400, 923, 908
6009507, 125.5091, 1345, 1382, 923, 908
6013008, 125.5091, 1415, 1386, 923, 908
6016509, 125.5091, 1420, 1369, 923, 908
6020000, 124.8816, 1270, 1288, 923, 908
6023501, 124.8816, 1420, 1446, 923, 908
6027002, 124.8816, 1460, 1402, 923, 908
6030503, 124.8816, 1384, 1378, 923, 908
6034004, 124.8816, 1409, 1415, 923, 908
6037505, 124.8816, 1332, 1369, 923, 908
6041006, 124.8816, 1513, 1475, 923, 908
6044507, 124.8816, 1400, 1414, 923, 908
6048008, 124.8816, 1239, 1357, 923, 908
6051509, 124.8816, 1311, 1311, 923, 908
6055000, 124.2571, 1401, 1410, 923, 908
6058501, 124.2571, 1383, 1383, 923, 908
6062002, 124.2571, 1261, 1251, 923, 908
6065503, 124.2571, 1386, 1374, 923, 908
6069004, 124.2571, 1388, 1398, 923, 908
6072505, 124.2571, 1427, 1411, 923, 908
6076006, 124.2571, 1349, 1360, 923, 908
6079507, 124.2571, 1400, 1327, 923, 908
6083008, 124.2571, 1375, 1372, 923, 908
6086509, 124.2571, 1368, 1413, 923, 908
6090000, 123.6359, 1184, 1175, 923, 908
6093501, 123.6359, 1370, 1333, 923, 908
6097002, 123.6359, 1463, 1436, 923, 908
6100503, 123.6359, 1398, 1336, 923, 908
6104004, 123.6359, 1292, 1317, 923, 908
6107505, 123.6359, 1445, 1420, 923, 908
6111006, 123.6359, 1327, 1315, 923, 908
6114507, 123.6359, 1455, 1475, 923, 908
6118008, 123.6359, 1384, 1431, 923, 908
6121509, 123.6359, 1366, 1360, 923, 908
6125000, 123.0177, 1365, 1388, 923, 908
6128501, 123.0177, 1314, 1317, 923, 908
6132002, 123.0177, 1453, 1445, 923, 908
6135503, 123.0177, 1322, 1301, 923, 908
6139004, 123.0177, 1310, 1357, 923, 908
6142505, 123.0177, 1340, 1370, 923, 908
6146006, 123.0177, 1280, 1283, 923, 908
6149507, 123.0177, 1306, 1282, 923, 908
6153008, 123.0177, 1446, 1480, 923, 908
6156509, 123.0177, 1454, 1453, 923, 908
6160000, 122.4026, 1388, 1346, 923, 908
6163501, 122.4026, 1305, 1298, 923, 908
6167002, 122.4026, 1416, 1408, 923, 908
6170503, 122.4026, 1304, 1326, 923, 908
6174004, 122.4026, 1396, 1353, 923, 908
6177505, 122.4026, 1441, 1437, 923, 908
6181006, 122.4026, 1481, 1482, 923, 908
6184507, 122.4026, 1381, 1393, 923, 908
6188008, 122.4026, 1398, 1387, 923, 908
6191509, 122.4026, 1416, 1448, 923, 908
6195000, 121.7906, 1333, 1370, 923, 908
6198501, 121.7906, 1360, 1413, 923, 908
6202002, 121.7906, 1484, 1476, 923, 908
6205503, 121.7906, 1308, 1323, 923, 908
6209004, 121.7906, 1461, 1476, 923, 908
6212505, 121.7906, 1229, 1267, 923, 908
6216006, 121.7906, 1261, 1265, 923, 908
6219507, 121.7906, 1298, 1293, 923, 908
6223008, 121.7906, 1313, 1306, 923, 908
6226509, 121.7906, 1354, 1372, 923, 908
6230000, 121.1816, 1392, 1335, 923, 908
6233501, 121.1816, 1350, 1367, 923, 908
6237002, 121.1816, 1529, 1547, 923, 908
6240503, 121.1816, 1418, 1447, 923, 908
6244004, 121.1816, 1436, 1397, 923, 908
6247505, 121.1816, 1351, 1322, 923, 908
6251006, 121.1816, 1401, 1405, 923, 908
6254507, 121.1816, 1368, 1378, 923, 908
6258008, 121.1816, 1336, 1303, 923, 908
6261509, 121.1816, 1366, 1364, 923, 908
6265000, 120.5757, 1339, 1377, 923, 908
6268501, 120.5757, 1406, 1396, 923, 908
